repoName,login,week,a,d,c
facebook/infer,akotulski,2016-03-20 0:00,2,2,1
facebook/infer,akotulski,2016-03-27 0:00,38,11,3
facebook/infer,akotulski,2016-04-03 0:00,40,47,6
facebook/infer,akotulski,2016-04-10 0:00,112,88,3
facebook/infer,akotulski,2016-04-17 0:00,960,614,4
facebook/infer,akotulski,2016-04-24 0:00,51,9,2
facebook/infer,akotulski,2016-05-01 0:00,531,0,1
facebook/infer,akotulski,2016-05-08 0:00,328,55,1
facebook/infer,akotulski,2016-05-15 0:00,17,1,1
facebook/infer,akotulski,2016-05-22 0:00,632,83,8
facebook/infer,akotulski,2016-05-29 0:00,11,3,3
facebook/infer,akotulski,2016-06-05 0:00,35,25,3
facebook/infer,akotulski,2016-06-12 0:00,31,20,2
facebook/infer,akotulski,2016-06-19 0:00,83,355,4
facebook/infer,akotulski,2016-06-26 0:00,168,26,4
facebook/infer,akotulski,2016-07-03 0:00,411,58,7
facebook/infer,akotulski,2016-07-10 0:00,315,5,4
facebook/infer,akotulski,2016-07-17 0:00,361,320,6
facebook/infer,akotulski,2016-08-07 0:00,7,7,1
facebook/infer,akotulski,2016-08-14 0:00,275,275,2
facebook/infer,akotulski,2016-08-21 0:00,920,79,4
facebook/infer,akotulski,2016-08-28 0:00,368,331,9
facebook/infer,akotulski,2016-09-04 0:00,16,5,2
facebook/infer,akotulski,2016-10-02 0:00,6300,6303,4
facebook/infer,akotulski,2016-10-09 0:00,0,1,1
facebook/infer,jvillard,2015-06-07 0:00,396,119,7
facebook/infer,jvillard,2015-06-14 0:00,66,19,2
facebook/infer,jvillard,2015-06-21 0:00,211,95,4
facebook/infer,jvillard,2015-06-28 0:00,1,1,1
facebook/infer,jvillard,2015-07-05 0:00,76,107,3
facebook/infer,jvillard,2015-07-12 0:00,29,34,2
facebook/infer,jvillard,2015-07-19 0:00,7947,7731,6
facebook/infer,jvillard,2015-08-02 0:00,7,1,2
facebook/infer,jvillard,2015-08-09 0:00,1276,1114,5
facebook/infer,jvillard,2015-08-23 0:00,78,40,4
facebook/infer,jvillard,2015-08-30 0:00,27,22,2
facebook/infer,jvillard,2015-10-11 0:00,192,7,2
facebook/infer,jvillard,2015-10-18 0:00,2501,2332,5
facebook/infer,jvillard,2015-10-25 0:00,236,56,4
facebook/infer,jvillard,2015-11-01 0:00,679,147,5
facebook/infer,jvillard,2015-11-08 0:00,5992,5753,29
facebook/infer,jvillard,2015-11-15 0:00,48,45,2
facebook/infer,jvillard,2015-11-22 0:00,718,731,5
facebook/infer,jvillard,2015-11-29 0:00,1690,576,11
facebook/infer,jvillard,2015-12-06 0:00,703,384,17
facebook/infer,jvillard,2015-12-13 0:00,351,339,17
facebook/infer,jvillard,2016-01-03 0:00,6,5,2
facebook/infer,jvillard,2016-01-17 0:00,164,10,2
facebook/infer,jvillard,2016-01-24 0:00,70,24,2
facebook/infer,jvillard,2016-01-31 0:00,120,46,3
facebook/infer,jvillard,2016-02-07 0:00,36,45,3
facebook/infer,jvillard,2016-02-14 0:00,1,1,1
facebook/infer,jvillard,2016-02-21 0:00,312,320,8
facebook/infer,jvillard,2016-02-28 0:00,30,25,2
facebook/infer,jvillard,2016-03-06 0:00,2022,1910,10
facebook/infer,jvillard,2016-03-13 0:00,89,65,3
facebook/infer,jvillard,2016-03-20 0:00,224,69,4
facebook/infer,jvillard,2016-03-27 0:00,290,116,11
facebook/infer,jvillard,2016-04-03 0:00,44,20,2
facebook/infer,jvillard,2016-04-10 0:00,99,147,2
facebook/infer,jvillard,2016-04-17 0:00,34,31,5
facebook/infer,jvillard,2016-04-24 0:00,8,1,2
facebook/infer,jvillard,2016-05-01 0:00,286,205,1
facebook/infer,jvillard,2016-05-08 0:00,150,107,2
facebook/infer,jvillard,2016-05-15 0:00,1160,1146,15
facebook/infer,jvillard,2016-05-22 0:00,601,833,7
facebook/infer,jvillard,2016-05-29 0:00,135,151,1
facebook/infer,jvillard,2016-06-05 0:00,755,276,8
facebook/infer,jvillard,2016-06-12 0:00,33,14,2
facebook/infer,jvillard,2016-06-19 0:00,619,15,4
facebook/infer,jvillard,2016-07-03 0:00,272,201,7
facebook/infer,jvillard,2016-07-17 0:00,165,82,4
facebook/infer,jvillard,2016-07-24 0:00,294,330,5
facebook/infer,jvillard,2016-07-31 0:00,76,29,3
facebook/infer,jvillard,2016-08-07 0:00,404,259,3
facebook/infer,jvillard,2016-08-14 0:00,463,188,8
facebook/infer,jvillard,2016-08-21 0:00,262,100,5
facebook/infer,jvillard,2016-08-28 0:00,249,123,2
facebook/infer,jvillard,2016-10-02 0:00,817,2023,7
facebook/infer,sblackshear,2015-06-07 0:00,11,24,3
facebook/infer,sblackshear,2015-06-14 0:00,265,134,2
facebook/infer,sblackshear,2015-06-21 0:00,132,43,2
facebook/infer,sblackshear,2015-06-28 0:00,111,78,3
facebook/infer,sblackshear,2015-07-19 0:00,83,27,4
facebook/infer,sblackshear,2015-07-26 0:00,279,47,8
facebook/infer,sblackshear,2015-08-02 0:00,2,2,2
facebook/infer,sblackshear,2015-08-09 0:00,243,52,7
facebook/infer,sblackshear,2015-08-16 0:00,607,163,8
facebook/infer,sblackshear,2015-08-23 0:00,1036,67,8
facebook/infer,sblackshear,2015-08-30 0:00,365,145,5
facebook/infer,sblackshear,2015-09-06 0:00,191,10,2
facebook/infer,sblackshear,2015-09-20 0:00,58,37,4
facebook/infer,sblackshear,2015-09-27 0:00,84,57,2
facebook/infer,sblackshear,2015-10-18 0:00,57,48,1
facebook/infer,sblackshear,2015-10-25 0:00,64,15,1
facebook/infer,sblackshear,2015-11-08 0:00,17,29,2
facebook/infer,sblackshear,2015-11-15 0:00,316,99,4
facebook/infer,sblackshear,2015-11-22 0:00,524,692,8
facebook/infer,sblackshear,2015-11-29 0:00,312,80,2
facebook/infer,sblackshear,2015-12-06 0:00,141,99,3
facebook/infer,sblackshear,2015-12-13 0:00,396,330,8
facebook/infer,sblackshear,2015-12-20 0:00,0,3,1
facebook/infer,sblackshear,2016-01-03 0:00,232,192,2
facebook/infer,sblackshear,2016-01-10 0:00,288,27,5
facebook/infer,sblackshear,2016-01-17 0:00,58,38,4
facebook/infer,sblackshear,2016-01-24 0:00,389,90,3
facebook/infer,sblackshear,2016-01-31 0:00,92,55,5
facebook/infer,sblackshear,2016-02-07 0:00,362,860,5
facebook/infer,sblackshear,2016-02-14 0:00,133,56,4
facebook/infer,sblackshear,2016-02-21 0:00,233,22,4
facebook/infer,sblackshear,2016-02-28 0:00,607,362,10
facebook/infer,sblackshear,2016-03-06 0:00,755,145,7
facebook/infer,sblackshear,2016-03-13 0:00,1236,869,10
facebook/infer,sblackshear,2016-03-20 0:00,189,16,1
facebook/infer,sblackshear,2016-03-27 0:00,367,152,4
facebook/infer,sblackshear,2016-04-03 0:00,10923,2082,8
facebook/infer,sblackshear,2016-04-10 0:00,1127,224,10
facebook/infer,sblackshear,2016-04-17 0:00,230,536,3
facebook/infer,sblackshear,2016-04-24 0:00,388,150,7
facebook/infer,sblackshear,2016-05-01 0:00,571,490,8
facebook/infer,sblackshear,2016-05-08 0:00,2878,2818,12
facebook/infer,sblackshear,2016-05-15 0:00,491,256,9
